customer_id,full_name,email,phone,pan_no,aadhar_no,gender,kyc_status,dob
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,@nodomain.com,+91-0000000000,AAAAA0000A,,WrongOption,INVALID,9999-99-99
,!@#$%^,@nodomain.com,123,,1234-5678,INVALID,,9999-99-99
,!@#$%^,,ABCDEFGHIJ,1234567890,,INVALID,INVALID,
CUST@@##$$,,wrongemail,+91-0000000000,AAAAA0000A,1234-5678,INVALID,,not-a-date
,!@#$%^,wrongemail,+91-0000000000,PAN@#123,,,WrongOption,
,!@#$%^,,ABCDEFGHIJ,,ABCD-EFGH-IJKL,WrongOption,,
CUST@@##$$,!@#$%^,@nodomain.com,ABCDEFGHIJ,PAN@#123,1234-5678,,INVALID,
CUST00000000,,user@@mail.com,,1234567890,,,,9999-99-99
CUST00000000,!@#$%^,wrongemail,,PAN@#123,,WrongOption,INVALID,not-a-date
CUST@@##$$,,@nodomain.com,+91-0000000000,PAN@#123,1234-5678,,INVALID,
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,@nodomain.com,+91-0000000000,1234567890,,WrongOption,,not-a-date
,!@#$%^,wrongemail,ABCDEFGHIJ,AAAAA0000A,0000-0000-0000,,,not-a-date
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ABCDEFGHIJ,1234567890,,INVALID,WrongOption,not-a-date
CUST@@##$$,,wrongemail,,1234567890,,INVALID,WrongOption,
,,user@@mail.com,,1234567890,ABCD-EFGH-IJKL,,,not-a-date
,R@j3sh 123,wrongemail,+91-0000000000,1234567890,1234-5678,,,9999-99-99
,,,+91-0000000000,AAAAA0000A,0000-0000-0000,INVALID,WrongOption,not-a-date
,,@nodomain.com,ABCDEFGHIJ,AAAAA0000A,,WrongOption,INVALID,9999-99-99
CUST@@##$$,R@j3sh 123,@nodomain.com,,1234567890,ABCD-EFGH-IJKL,,INVALID,not-a-date
,,,+91-0000000000,AAAAA0000A,0000-0000-0000,,,not-a-date
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,user@@mail.com,ABCDEFGHIJ,AAAAA0000A,0000-0000-0000,INVALID,,
CUST00000000,!@#$%^,,ABCDEFGHIJ,,0000-0000-0000,,,9999-99-99
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,+91-0000000000,PAN@#123,1234-5678,INVALID,,2026-13-45
,,wrongemail,+91-0000000000,AAAAA0000A,1234-5678,,,9999-99-99
,,@nodomain.com,123,AAAAA0000A,1234-5678,,,9999-99-99
CUST00000000,R@j3sh 123,wrongemail,,AAAAA0000A,,,,
CUST@@##$$,!@#$%^,user@@mail.com,+91-0000000000,1234567890,,WrongOption,,9999-99-99
,R@j3sh 123,user@@mail.com,123,1234567890,1234-5678,,,not-a-date
CUST00000000,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,user@@mail.com,ABCDEFGHIJ,,0000-0000-0000,INVALID,INVALID,
CUST@@##$$,,wrongemail,+91-0000000000,1234567890,1234-5678,WrongOption,WrongOption,
CUST@@##$$,,,ABCDEFGHIJ,,ABCD-EFGH-IJKL,,WrongOption,2026-13-45
CUST00000000,,@nodomain.com,ABCDEFGHIJ,,0000-0000-0000,WrongOption,INVALID,2026-13-45
CUST00000000,R@j3sh 123,,123,PAN@#123,0000-0000-0000,INVALID,WrongOption,2026-13-45
CUST@@##$$,R@j3sh 123,user@@mail.com,+91-0000000000,PAN@#123,1234-5678,,,2026-13-45
,,user@@mail.com,123,PAN@#123,ABCD-EFGH-IJKL,,WrongOption,9999-99-99
,R@j3sh 123,user@@mail.com,ABCDEFGHIJ,AAAAA0000A,,,,9999-99-99
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,+91-0000000000,,,WrongOption,,
,,wrongemail,ABCDEFGHIJ,AAAAA0000A,1234-5678,,INVALID,2026-13-45
,R@j3sh 123,user@@mail.com,ABCDEFGHIJ,,0000-0000-0000,,INVALID,
CUST@@##$$,,wrongemail,123,PAN@#123,ABCD-EFGH-IJKL,WrongOption,,9999-99-99
CUST@@##$$,,@nodomain.com,,PAN@#123,0000-0000-0000,INVALID,WrongOption,
,,,123,PAN@#123,0000-0000-0000,,,not-a-date
,!@#$%^,wrongemail,,,,,,2026-13-45
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,@nodomain.com,,AAAAA0000A,ABCD-EFGH-IJKL,INVALID,INVALID,9999-99-99
,!@#$%^,wrongemail,ABCDEFGHIJ,1234567890,1234-5678,INVALID,INVALID,
CUST00000000,!@#$%^,wrongemail,+91-0000000000,,,,,9999-99-99
,,,+91-0000000000,1234567890,ABCD-EFGH-IJKL,WrongOption,WrongOption,9999-99-99
CUST00000000,,@nodomain.com,,,,,WrongOption,not-a-date
CUST@@##$$,,@nodomain.com,+91-0000000000,1234567890,,WrongOption,INVALID,not-a-date
,!@#$%^,user@@mail.com,ABCDEFGHIJ,1234567890,1234-5678,,,2026-13-45
,R@j3sh 123,@nodomain.com,123,PAN@#123,0000-0000-0000,WrongOption,,9999-99-99
,,@nodomain.com,+91-0000000000,PAN@#123,,INVALID,,
CUST00000000,!@#$%^,wrongemail,,AAAAA0000A,0000-0000-0000,,,2026-13-45
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,user@@mail.com,123,AAAAA0000A,0000-0000-0000,,,not-a-date
CUST@@##$$,!@#$%^,@nodomain.com,+91-0000000000,PAN@#123,,WrongOption,WrongOption,
CUST@@##$$,!@#$%^,,+91-0000000000,1234567890,,INVALID,,9999-99-99
CUST@@##$$,,wrongemail,+91-0000000000,,1234-5678,,,9999-99-99
,!@#$%^,wrongemail,,1234567890,,WrongOption,WrongOption,
,R@j3sh 123,,ABCDEFGHIJ,,ABCD-EFGH-IJKL,INVALID,,
CUST00000000,,wrongemail,ABCDEFGHIJ,,ABCD-EFGH-IJKL,INVALID,INVALID,not-a-date
,R@j3sh 123,wrongemail,+91-0000000000,PAN@#123,,,WrongOption,not-a-date
,R@j3sh 123,wrongemail,123,1234567890,1234-5678,,INVALID,9999-99-99
CUST@@##$$,!@#$%^,wrongemail,123,PAN@#123,1234-5678,,,not-a-date
,,@nodomain.com,,,0000-0000-0000,INVALID,,2026-13-45
CUST@@##$$,!@#$%^,@nodomain.com,ABCDEFGHIJ,PAN@#123,,INVALID,,not-a-date
,,,ABCDEFGHIJ,,ABCD-EFGH-IJKL,WrongOption,,
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,user@@mail.com,+91-0000000000,PAN@#123,1234-5678,WrongOption,WrongOption,not-a-date
,!@#$%^,@nodomain.com,,,,,INVALID,2026-13-45
CUST00000000,,wrongemail,,1234567890,0000-0000-0000,INVALID,WrongOption,not-a-date
,,@nodomain.com,+91-0000000000,,,INVALID,,not-a-date
,,user@@mail.com,,1234567890,ABCD-EFGH-IJKL,,WrongOption,not-a-date
,,wrongemail,ABCDEFGHIJ,,ABCD-EFGH-IJKL,,INVALID,not-a-date
CUST@@##$$,R@j3sh 123,@nodomain.com,123,PAN@#123,ABCD-EFGH-IJKL,INVALID,,9999-99-99
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,123,PAN@#123,ABCD-EFGH-IJKL,INVALID,INVALID,9999-99-99
CUST@@##$$,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,@nodomain.com,+91-0000000000,AAAAA0000A,,WrongOption,,9999-99-99
,,,+91-0000000000,1234567890,1234-5678,INVALID,INVALID,9999-99-99
CUST00000000,R@j3sh 123,wrongemail,ABCDEFGHIJ,1234567890,ABCD-EFGH-IJKL,INVALID,INVALID,
,!@#$%^,user@@mail.com,ABCDEFGHIJ,1234567890,0000-0000-0000,,,not-a-date
,,wrongemail,ABCDEFGHIJ,,,WrongOption,INVALID,not-a-date
,,user@@mail.com,123,AAAAA0000A,1234-5678,,,2026-13-45
,!@#$%^,@nodomain.com,123,,ABCD-EFGH-IJKL,WrongOption,INVALID,not-a-date
CUST00000000,!@#$%^,user@@mail.com,123,1234567890,,,,9999-99-99
CUST@@##$$,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,@nodomain.com,ABCDEFGHIJ,PAN@#123,0000-0000-0000,,INVALID,2026-13-45
CUST@@##$$,!@#$%^,user@@mail.com,+91-0000000000,1234567890,1234-5678,INVALID,,
CUST00000000,,,,1234567890,1234-5678,WrongOption,INVALID,2026-13-45
,,@nodomain.com,123,PAN@#123,ABCD-EFGH-IJKL,INVALID,WrongOption,2026-13-45
,R@j3sh 123,@nodomain.com,+91-0000000000,AAAAA0000A,,INVALID,,not-a-date
,,wrongemail,+91-0000000000,1234567890,0000-0000-0000,,WrongOption,2026-13-45
CUST00000000,R@j3sh 123,@nodomain.com,ABCDEFGHIJ,AAAAA0000A,ABCD-EFGH-IJKL,,WrongOption,
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,wrongemail,ABCDEFGHIJ,,ABCD-EFGH-IJKL,,,9999-99-99
CUST@@##$$,,user@@mail.com,ABCDEFGHIJ,1234567890,ABCD-EFGH-IJKL,,INVALID,9999-99-99
CUST00000000,,wrongemail,+91-0000000000,PAN@#123,1234-5678,,,not-a-date
,,,ABCDEFGHIJ,AAAAA0000A,ABCD-EFGH-IJKL,WrongOption,INVALID,2026-13-45
CUST@@##$$,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,user@@mail.com,123,AAAAA0000A,0000-0000-0000,,,2026-13-45
CUST00000000,,@nodomain.com,123,PAN@#123,ABCD-EFGH-IJKL,,INVALID,
CUST00000000,,wrongemail,ABCDEFGHIJ,,0000-0000-0000,,,
CUST@@##$$,,,123,PAN@#123,ABCD-EFGH-IJKL,,,2026-13-45
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,+91-0000000000,AAAAA0000A,ABCD-EFGH-IJKL,,,2026-13-45
CUST@@##$$,,@nodomain.com,,,0000-0000-0000,INVALID,INVALID,9999-99-99
CUST00000000,,,123,AAAAA0000A,ABCD-EFGH-IJKL,INVALID,,2026-13-45
,R@j3sh 123,,ABCDEFGHIJ,1234567890,1234-5678,,INVALID,not-a-date
CUST00000000,,,123,,,WrongOption,WrongOption,9999-99-99
CUST@@##$$,!@#$%^,wrongemail,ABCDEFGHIJ,PAN@#123,1234-5678,INVALID,INVALID,not-a-date
CUST00000000,R@j3sh 123,user@@mail.com,,AAAAA0000A,,WrongOption,WrongOption,9999-99-99
,,user@@mail.com,123,1234567890,0000-0000-0000,,WrongOption,2026-13-45
,R@j3sh 123,@nodomain.com,,PAN@#123,,,INVALID,not-a-date
CUST00000000,,user@@mail.com,ABCDEFGHIJ,AAAAA0000A,,WrongOption,INVALID,9999-99-99
CUST@@##$$,,wrongemail,ABCDEFGHIJ,AAAAA0000A,,,,9999-99-99
CUST00000000,R@j3sh 123,@nodomain.com,ABCDEFGHIJ,,0000-0000-0000,,,9999-99-99
,,,,PAN@#123,0000-0000-0000,,WrongOption,
CUST00000000,!@#$%^,wrongemail,,,0000-0000-0000,WrongOption,INVALID,not-a-date
CUST00000000,,@nodomain.com,123,1234567890,,WrongOption,WrongOption,2026-13-45
,,wrongemail,,AAAAA0000A,1234-5678,,,9999-99-99
CUST00000000,,@nodomain.com,ABCDEFGHIJ,AAAAA0000A,0000-0000-0000,,,not-a-date
CUST@@##$$,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,@nodomain.com,123,PAN@#123,ABCD-EFGH-IJKL,INVALID,,not-a-date
CUST@@##$$,!@#$%^,,123,1234567890,ABCD-EFGH-IJKL,,,9999-99-99
,,user@@mail.com,,PAN@#123,ABCD-EFGH-IJKL,,,9999-99-99
,R@j3sh 123,,,,ABCD-EFGH-IJKL,,INVALID,
,!@#$%^,,ABCDEFGHIJ,1234567890,0000-0000-0000,,,not-a-date
CUST00000000,,@nodomain.com,+91-0000000000,PAN@#123,ABCD-EFGH-IJKL,WrongOption,,
CUST@@##$$,!@#$%^,@nodomain.com,+91-0000000000,AAAAA0000A,1234-5678,,,2026-13-45
CUST@@##$$,,@nodomain.com,,PAN@#123,1234-5678,,WrongOption,not-a-date
,,user@@mail.com,+91-0000000000,AAAAA0000A,ABCD-EFGH-IJKL,WrongOption,,
,R@j3sh 123,,ABCDEFGHIJ,1234567890,0000-0000-0000,INVALID,,2026-13-45
CUST00000000,,,123,AAAAA0000A,1234-5678,,INVALID,2026-13-45
,,@nodomain.com,123,1234567890,1234-5678,WrongOption,INVALID,
CUST@@##$$,R@j3sh 123,@nodomain.com,ABCDEFGHIJ,,1234-5678,,,9999-99-99
CUST00000000,!@#$%^,wrongemail,123,PAN@#123,ABCD-EFGH-IJKL,,INVALID,
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,@nodomain.com,+91-0000000000,1234567890,ABCD-EFGH-IJKL,,,9999-99-99
,R@j3sh 123,,,,,WrongOption,INVALID,2026-13-45
,,wrongemail,,AAAAA0000A,0000-0000-0000,,INVALID,2026-13-45
CUST00000000,,,ABCDEFGHIJ,1234567890,,INVALID,,
CUST@@##$$,!@#$%^,@nodomain.com,,PAN@#123,ABCD-EFGH-IJKL,WrongOption,,
CUST00000000,,@nodomain.com,ABCDEFGHIJ,AAAAA0000A,0000-0000-0000,WrongOption,,2026-13-45
CUST00000000,,user@@mail.com,,PAN@#123,,,INVALID,not-a-date
,!@#$%^,user@@mail.com,,1234567890,ABCD-EFGH-IJKL,WrongOption,INVALID,9999-99-99
,,wrongemail,+91-0000000000,1234567890,1234-5678,INVALID,,not-a-date
CUST@@##$$,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,@nodomain.com,123,,1234-5678,WrongOption,WrongOption,9999-99-99
CUST00000000,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,123,,1234-5678,,INVALID,
CUST@@##$$,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,@nodomain.com,ABCDEFGHIJ,AAAAA0000A,ABCD-EFGH-IJKL,WrongOption,INVALID,not-a-date
CUST00000000,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,1234567890,1234-5678,,WrongOption,
CUST@@##$$,R@j3sh 123,wrongemail,ABCDEFGHIJ,1234567890,1234-5678,,INVALID,
,R@j3sh 123,,,1234567890,0000-0000-0000,WrongOption,INVALID,
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,@nodomain.com,,PAN@#123,0000-0000-0000,WrongOption,INVALID,2026-13-45
,,wrongemail,123,,0000-0000-0000,,INVALID,2026-13-45
CUST@@##$$,R@j3sh 123,user@@mail.com,123,AAAAA0000A,1234-5678,,INVALID,
CUST@@##$$,R@j3sh 123,,ABCDEFGHIJ,PAN@#123,0000-0000-0000,WrongOption,WrongOption,2026-13-45
,R@j3sh 123,@nodomain.com,+91-0000000000,PAN@#123,1234-5678,INVALID,,
CUST@@##$$,,user@@mail.com,,,,,,not-a-date
CUST@@##$$,,@nodomain.com,ABCDEFGHIJ,AAAAA0000A,0000-0000-0000,,,2026-13-45
CUST00000000,R@j3sh 123,@nodomain.com,123,1234567890,ABCD-EFGH-IJKL,INVALID,INVALID,9999-99-99
,,,123,1234567890,0000-0000-0000,WrongOption,WrongOption,not-a-date
CUST@@##$$,!@#$%^,@nodomain.com,ABCDEFGHIJ,,,,WrongOption,
,,,,AAAAA0000A,ABCD-EFGH-IJKL,WrongOption,WrongOption,9999-99-99
CUST00000000,,wrongemail,+91-0000000000,,0000-0000-0000,WrongOption,,not-a-date
CUST@@##$$,,,,PAN@#123,ABCD-EFGH-IJKL,INVALID,,
,!@#$%^,@nodomain.com,ABCDEFGHIJ,AAAAA0000A,,,,not-a-date
,R@j3sh 123,user@@mail.com,,PAN@#123,1234-5678,WrongOption,,9999-99-99
CUST00000000,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,@nodomain.com,,1234567890,1234-5678,WrongOption,,2026-13-45
,R@j3sh 123,@nodomain.com,+91-0000000000,,1234-5678,,INVALID,2026-13-45
,!@#$%^,wrongemail,123,PAN@#123,,INVALID,,2026-13-45
CUST@@##$$,,@nodomain.com,ABCDEFGHIJ,AAAAA0000A,,,,2026-13-45
,,@nodomain.com,123,,ABCD-EFGH-IJKL,,WrongOption,2026-13-45
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,@nodomain.com,,AAAAA0000A,,WrongOption,,2026-13-45
CUST00000000,R@j3sh 123,wrongemail,,1234567890,ABCD-EFGH-IJKL,,,not-a-date
,,user@@mail.com,ABCDEFGHIJ,PAN@#123,0000-0000-0000,WrongOption,,not-a-date
