customer_id,full_name,email,phone,pan_no,aadhar_no,account_no,ifsc_code,balance,cibil_score
CUST40359892,Urvashi Dass,csharaf@example.com,+91-7328179660,QLODZ0668E,1149-2095-9564,SB-9510-4583-9372,HDFC3988857,440170.41,760
CUST29898741,Parth Sankar,jchaudhari@example.org,+91-8413159158,QBDDM2075D,8488-2893-8014,SB-7288-5403-1054,KOTAK7562487,167774.32,715
CUST43901061,Nitara Bahri,vedika69@example.org,+91-7983687688,YBYJU9365C,6905-1081-8562,SB-6388-7141-2375,SBIN8013741,499790.79,783
CUST33942532,Thomas Chhabra,abhiramrandhawa@example.net,+91-8872506109,QFLJD2583R,5205-5763-5953,SB-6277-7187-4062,KOTAK8580358,31072.21,817
CUST15959666,Gaurang Nori,fwarrior@example.net,+91-7892532925,RPEGL6871L,2251-5564-5915,SB-4240-1041-6073,SBIN8825168,279667.47,842
CUST12576607,Gaurang Nayak,faraj84@example.net,+91-8252430724,RFJXX6174V,9265-4655-5049,SB-5673-1390-8959,HDFC7631176,165952.06,824
CUST73464263,Alka Deshpande,yatwal@example.com,+91-7841916757,HGIPN4616M,7335-4121-3655,SB-8628-3052-7016,SBIN2667165,484145.78,873
CUST61489370,Faras Rajagopal,unnatiyadav@example.com,+91-9656695716,HRUMQ3261C,5234-5222-2181,SB-7605-9600-3765,SBIN9278115,81714.46,751
CUST60642838,Hritik Parsa,edey@example.com,+91-8326150774,HEDDE5088A,4649-6318-1499,SB-2719-1002-6665,SBIN5214941,470180.03,855
CUST14322790,Faris Wason,zehaanraj@example.net,+91-9520209889,DODBO8224V,6794-8492-3834,SB-8604-3013-6092,AXIS9720954,239069.81,812
CUST39741802,Robert Ram,gshenoy@example.org,+91-7831704687,JVMFS1265H,4583-2761-4316,SB-8300-1007-3645,KOTAK6542944,438312.69,840
CUST67920740,Kala Golla,lipikashetty@example.net,+91-8855063149,HWMDX9524A,9523-2255-8808,SB-9564-2796-7086,SBIN1262414,83841.13,900
CUST31871824,Yatin Modi,uwason@example.org,+91-8170749011,CIISK0252K,7940-2005-6194,SB-9742-2902-9042,KOTAK6203562,363528.33,803
CUST32263302,Balvan Lal,tejas55@example.net,+91-8850771549,FOYRW5567Q,7970-7357-4278,SB-5169-1030-8295,ICIC5284280,170723.39,839
CUST57920334,Amol Narula,golladipta@example.net,+91-7646040169,IVLCE9434L,4694-5428-6219,SB-4524-8859-6852,ICIC6571892,91372.62,812
CUST36433228,Aishani Ravi,girik63@example.net,+91-7447401807,VCJPK1964X,7961-5208-8340,SB-4138-9062-4010,AXIS3654180,156336.54,741
CUST82337883,Aishani Hayre,samaxalak@example.com,+91-9746887462,DUERB6571V,3845-3687-6118,SB-2534-7463-4785,AXIS3632087,469345.68,884
CUST55523790,Maanas Kala,fkhanna@example.com,+91-9420386929,ROQYP9735Y,4521-4386-9389,SB-4214-1721-3540,ICIC3835387,159710.04,893
CUST32097463,Yatin Sehgal,fitanganesh@example.org,+91-7112255089,FDOZH0669F,5858-7630-6285,SB-8574-3239-1835,ICIC9101387,52416.89,708
CUST84138669,Ayush Verma,vaishnavivasa@example.net,+91-8012737130,SQDGX0209T,1379-7368-2923,SB-7701-6975-5038,SBIN4799171,384002.36,879
CUST58637533,Naksh Lanka,kraju@example.com,+91-8138652117,TPFMD8908L,9558-3712-8777,SB-3796-5995-2759,KOTAK2727052,366592.74,865
CUST13400964,Qarin Grover,sarafvedhika@example.org,+91-7565614128,QHEFA6599M,6671-9504-3980,SB-7727-6458-1837,HDFC8807042,150310.92,707
CUST41533923,Edhitha Hari,vaishnavi19@example.org,+91-7502743483,SJPXW2745A,1215-2698-1381,SB-4490-3139-5721,AXIS2585930,452462.19,812
CUST42790022,Jonathan Ramanathan,dugarlibni@example.com,+91-9446204142,ZBHNE6353W,2454-3830-1193,SB-2183-2355-1219,AXIS5465960,300475.26,891
CUST25664956,Owen Edwin,chatterjeechaitaly@example.net,+91-7304217771,PEFRR6683C,3304-6111-7653,SB-4013-8232-9551,ICIC9065620,393249.51,778
CUST37807656,Pooja Rau,isoman@example.net,+91-9577200573,BRCXH0313S,7565-6088-8122,SB-9883-1866-5652,ICIC3545811,175624.67,767
CUST74322183,Liam Wagle,sombhavna@example.net,+91-8922926814,YWPQZ4707C,2183-6433-8632,SB-3890-3221-1813,KOTAK8721134,339837.26,741
CUST75738956,Jack Comar,falak71@example.net,+91-9647168721,FSUEV0580A,9792-6409-8378,SB-9918-4333-1459,SBIN5093180,109855.18,737
CUST85274477,Daksha Narayan,amara97@example.org,+91-9839849653,TXXRJ9724F,9509-7576-7221,SB-6133-7404-8500,SBIN1381154,52073.76,879
CUST61993385,Karan Sule,ladlisunder@example.net,+91-9967282596,FGNDJ6195X,9511-5216-6195,SB-7279-1939-5411,SBIN5050519,393327.8,827
CUST37366723,Jacob Singhal,vrinda59@example.com,+91-7992547094,PPUSE4171W,3856-4097-1917,SB-4028-4817-6215,SBIN6278565,126375.74,706
CUST38277954,Yashoda Tailor,arjun49@example.net,+91-9402661985,EZLTS6475O,4939-4632-8187,SB-2462-6301-2453,AXIS8298065,264475.02,848
CUST23221993,Eesha Srinivasan,advikaloyal@example.org,+91-9027451268,GCJDA7136U,2670-4005-5167,SB-4991-8410-5628,AXIS4821678,339566.25,861
CUST86413632,Hritik Oza,surachakrika@example.org,+91-9605238309,JZVBM8737Q,5041-2719-9444,SB-2003-7009-5352,HDFC6111060,148929.2,848
CUST35992543,Damini Pillay,dugardarika@example.org,+91-9975798943,BMJIP3013O,9127-6216-4708,SB-2600-2520-8513,SBIN4013628,203451.26,846
CUST42791844,Hemani Venkatesh,akara@example.net,+91-9766147107,RTJKD3236M,1786-8767-2959,SB-1821-4731-6033,ICIC1438864,158648.62,780
CUST25827252,Jalsa Basu,fpradhan@example.net,+91-9108478839,FKFHI1556D,1574-1323-7251,SB-6961-8653-3023,KOTAK7647324,28818.36,869
CUST44669066,Girik Chaudhari,jackson11@example.net,+91-7357194428,ZWMLW6035T,1611-8480-8045,SB-6881-8268-9009,ICIC9784842,383705.43,826
CUST17703071,Omkaar Mangal,paizarna@example.net,+91-9759786976,KBASL9224J,4906-7835-3468,SB-9223-9952-7308,SBIN9722687,343954.52,794
CUST95380417,Theodore Raja,utak@example.com,+91-9024443442,SLFGU9156I,7153-6286-9189,SB-4067-4994-3997,KOTAK9797956,89236.86,731
CUST67495747,Samar Sangha,shravyasani@example.org,+91-7274184241,MMCPZ7077Z,5012-7347-3330,SB-9596-2302-1638,KOTAK1738502,5908.51,886
CUST63770532,Ayushman Memon,chadalajita@example.com,+91-7670142268,SNHQP7903H,4372-1082-7506,SB-1061-8525-1418,KOTAK5348692,51480.83,713
CUST97187698,Quincy Bains,vedant51@example.net,+91-9504514449,SXFZK9300J,9850-7288-1509,SB-2816-6022-2810,SBIN9549337,53191.69,816
CUST69084751,Vihaan Dhaliwal,divyadugar@example.com,+91-8605954676,GUSOJ4733R,7082-3105-7792,SB-4837-7420-6648,AXIS8169746,311753.84,766
CUST73078265,Gaurika Chokshi,soodavi@example.net,+91-8586134826,WJSCG1405P,4223-2832-7683,SB-5830-9989-8021,KOTAK8009678,275813.46,843
CUST91471484,Bakhshi Brahmbhatt,fsavant@example.com,+91-8760595271,WTDHG6550F,1158-3412-2189,SB-8037-1578-1269,KOTAK4950840,492168.3,749
CUST75733349,Chasmum Manne,oliver86@example.net,+91-7644895772,KYZKP3397S,1961-9735-5240,SB-7448-2463-9435,AXIS4236308,227996.08,783
CUST24063302,Alexander Shah,barkhapadmanabhan@example.net,+91-8924628530,UGTCJ8619T,9638-6033-8517,SB-7666-1747-3921,AXIS4842902,423951.6,707
CUST97140073,Bhavika Som,vedant24@example.com,+91-8991842674,JDSQR4041M,7999-6994-1469,SB-3885-4807-2263,ICIC3866432,455161.56,737
CUST99339945,Ikbal Kashyap,farhan78@example.com,+91-9808427618,QHZXT0077P,8372-5563-6677,SB-4650-9397-6053,HDFC2121117,264035.49,870
CUST74278306,Teerth Gole,jdua@example.org,+91-9476875767,DOBCK6346P,5231-9226-8978,SB-8568-6699-8118,KOTAK7570553,161485.38,733
CUST90282131,Oliver Sama,aishani44@example.org,+91-7342767625,FPTND8176G,5303-7370-4180,SB-9835-5571-2599,AXIS5288267,291207.84,760
CUST98982200,Yasti Bhasin,dbasak@example.com,+91-9263346441,EQMQV3057F,4931-3751-9053,SB-9317-2127-6713,AXIS9059763,99065.51,825
CUST11306591,Sai Dara,aradhanaahuja@example.net,+91-9273799779,YUPRQ6551Y,6015-6731-3346,SB-5880-9764-7128,SBIN1132669,305230.46,837
CUST45243458,Ekavir Parikh,fparekh@example.net,+91-8994284499,NEXDK5122V,9288-8695-7987,SB-9247-3125-9038,ICIC5708536,106198.95,727
CUST82533512,Diya Yogi,lohitram@example.net,+91-9762210265,YNNEE9458V,6251-1456-3910,SB-5629-9714-2885,SBIN7709619,310511.57,711
CUST47868771,Niharika Hora,jvarma@example.com,+91-7635132690,LESAD1192V,8826-7568-7757,SB-9425-6019-1153,KOTAK2061417,249424.93,828
CUST13587625,Aashi Nath,chaudharichristopher@example.net,+91-8099837615,LOZNX3619I,4360-6991-9638,SB-5721-2049-6182,KOTAK1142046,342557.25,711
CUST78388789,Gabriel Kakar,ethakur@example.org,+91-9151284341,IZAUT8200A,6921-7550-7342,SB-8060-2175-7588,ICIC7129655,466306.32,880
CUST63673530,Udant Gandhi,dharharini@example.net,+91-7297437511,JCPJA7350X,3434-1748-8543,SB-4697-9674-3623,ICIC3866613,151004.03,802
CUST66262950,Qarin Ramakrishnan,fitanbiswas@example.org,+91-7250514143,ASXXI9471C,4853-6545-9667,SB-8599-2746-4214,AXIS4192511,34995.8,840
CUST60600810,Amrita Sandhu,imaran89@example.org,+91-9096129178,PBBTB2374J,8751-2258-3905,SB-6759-9132-6837,KOTAK4097011,95722.22,842
CUST84413355,Jackson Kuruvilla,hemanginimistry@example.net,+91-8771191984,TTTZX8749B,8791-2827-9708,SB-3788-6242-1196,HDFC9141116,383031.8,837
CUST91333149,Anita Bhargava,ghoseyahvi@example.net,+91-9318791716,YWVOJ1474J,7195-9255-3760,SB-6662-3907-9584,KOTAK7028569,435547.65,830
CUST47547494,Harinakshi Bassi,krishnadora@example.com,+91-7367104542,SDTJC4131E,1963-1453-1200,SB-8817-6687-8335,SBIN6783528,434629.66,732
CUST48812828,Aarush Dara,rayaanchana@example.net,+91-9280470578,PUCJB5780K,7280-2135-9506,SB-4117-9356-4586,KOTAK7097114,189420.11,815
CUST39454172,Kiaan Chakraborty,nmishra@example.org,+91-8299529306,DOTWA2368E,9323-8773-2633,SB-6496-8496-4422,SBIN4218311,171260.12,829
CUST25772986,Michael Wali,fnayar@example.com,+91-9452715926,OGRRE7718U,2864-8865-6733,SB-5414-9668-7547,HDFC1924890,489021.22,736
CUST65291556,Gautami Lad,wyattsandhu@example.com,+91-9964476606,CSUHY8821Q,2512-3712-1451,SB-1808-6722-2160,ICIC6863289,131657.76,849
CUST86349203,Pahal Tata,kiaanbhakta@example.com,+91-8481465709,DOPGE0185C,6845-1919-4805,SB-9099-4745-6456,ICIC5319215,96512.2,800
CUST19645853,Hitesh Kant,arinkakar@example.net,+91-9418172253,QGLZP2875N,9792-7977-4755,SB-9789-5986-6178,HDFC8087797,97876.67,734
CUST55889376,Dayamai Warrior,nkarpe@example.org,+91-9865016567,PSJFW5475F,2384-6000-1326,SB-6370-1752-6797,AXIS1010278,193122.61,776
CUST93068719,Ekta Murthy,chowdhurynetra@example.net,+91-8573351443,ARGHR4590J,8920-7021-2270,SB-7682-6592-5779,KOTAK9263833,154434.69,828
CUST20756557,Girish Sundaram,ogrover@example.org,+91-7221620864,EYWGQ4864O,3635-1786-1037,SB-4865-3649-4558,KOTAK2725706,146518.68,850
CUST34386837,Madhavi Mall,aroradipta@example.org,+91-8059270437,IIPPE5914R,8488-9553-9436,SB-7441-5608-8684,SBIN8401101,260688.19,880
CUST42870662,Dipta Grover,ypal@example.com,+91-8903600024,QKMCE7426C,1123-7573-2525,SB-2405-4875-3753,SBIN7906947,171246.85,745
CUST81633408,Yug Babu,achakrabarti@example.com,+91-9473836382,YULMS3581B,7307-2837-1083,SB-1243-3620-4924,ICIC4172000,443402.48,797
CUST80901208,Fariq Yohannan,priyamangat@example.org,+91-9683495866,YOLMJ8416L,1286-9216-8171,SB-6868-7139-1830,KOTAK6108778,346032.86,736
CUST74260197,George Nori,benjaminkota@example.net,+91-8135134348,XHQJG1899M,1055-2313-9093,SB-5767-2206-7036,KOTAK9824669,93568.54,757
CUST74626168,Ishanvi Saraf,anaypathak@example.com,+91-7255901539,XLENT3593P,2736-3351-9915,SB-2351-3734-1968,KOTAK9728586,493534.19,832
CUST86399804,Abhimanyu Mutti,hmaharaj@example.org,+91-7796346344,WNNLF5267K,3372-3044-5776,SB-9012-6335-5928,AXIS1963293,470317.31,842
CUST72415883,Nisha Savant,gunbir27@example.com,+91-9648723490,YYYQT0478W,6478-3527-8851,SB-3092-7064-5504,ICIC6583324,273069.89,872
CUST98079338,Jacob Ganesh,pallaodika@example.net,+91-8469932112,ZAVQX2165B,2612-3718-4655,SB-4645-9953-2420,HDFC4491290,224547.16,879
CUST11183554,Udant Varughese,lilakala@example.org,+91-7814217844,SWIFH2920Y,3108-9874-8998,SB-7033-8135-8023,AXIS9146368,207855.92,804
CUST93160266,Indira Bhatnagar,khannaishita@example.org,+91-9530532318,RFBDS5422Y,3820-4335-6065,SB-5130-5884-1807,ICIC8301063,418580.42,848
CUST17497586,Yutika Borah,devikamishra@example.net,+91-7990283340,QHPYV4613D,4667-2171-5606,SB-3435-6979-6521,KOTAK7683561,160495.37,859
CUST92244038,Abeer Gupta,dalaja50@example.org,+91-7932384108,YQIQV0661O,4549-4742-7542,SB-2671-9742-3288,SBIN3208512,430969.29,880
CUST42649968,Nisha Johal,oatwal@example.com,+91-9633398774,LSVJF7626K,9136-6201-2213,SB-4880-4860-5638,KOTAK5363375,15207.21,869
CUST76759085,Anirudh Karan,ria20@example.com,+91-8993113755,PEOKL8425P,6626-8252-4511,SB-2235-1148-6879,HDFC5399724,53404.73,825
CUST29730529,Panini Rai,sudikshadani@example.com,+91-8228592036,UYXLU4566O,1801-3920-6043,SB-7469-4114-7634,KOTAK1323069,34408.46,891
CUST79992345,Geetika Sengupta,bajwasaksham@example.org,+91-8172752013,YLVCV1800U,1155-9919-2761,SB-9899-8329-7831,KOTAK6343899,152740.6,812
CUST13735647,Ucchal Ghose,bajwaidika@example.com,+91-7586489026,HCPFE1710V,4864-4337-8685,SB-3325-2533-6378,AXIS6574580,144479.04,735
CUST87168817,Patrick Srinivasan,itata@example.org,+91-8431194701,RKSAL9973C,1058-1882-9688,SB-2815-6456-1736,HDFC6545903,106090.83,878
CUST85171360,Oliver Rastogi,chandran15@example.net,+91-9485451599,TKBZL4486C,4165-3041-2731,SB-5251-8721-7142,ICIC2824849,192761.9,827
CUST55472114,Maya Karan,bucheiravati@example.org,+91-7097875919,QJQXT9021V,2498-9868-8540,SB-5028-9693-1066,KOTAK7114555,154956.63,773
CUST69034263,Bhavani Bhardwaj,laldamyanti@example.org,+91-7454493068,UEJGV6037G,1779-3145-4086,SB-5060-4117-3744,HDFC5230045,63028.79,850
CUST47353414,Urvi Singh,kandajack@example.net,+91-8708342631,SOSFP7741I,4640-6079-8894,SB-8874-3158-9858,HDFC5007204,323837.49,753
CUST70510461,Qabil Sathe,bailshaurya@example.org,+91-9030760876,WSHAD9302K,5929-7881-6837,SB-6944-1418-7508,SBIN2009062,253984.96,773
CUST82725460,Tristan Wagle,emannan@example.org,+91-8168692245,KGUNF7007K,2855-1743-2694,SB-3478-2885-4777,HDFC7639869,236663.22,772
CUST37222488,Hritik Devan,rehaan52@example.com,+91-8191134382,DGMTM8324U,3617-1668-8532,SB-5109-3163-4212,KOTAK5957200,8698.57,713
CUST82633407,Meera Kaur,karpechaman@example.org,+91-8175642107,RFEQR8988J,1004-4422-7187,SB-5806-4242-1676,SBIN1547251,308470.04,753
CUST47490088,Tanvi Minhas,ahluwaliafaras@example.net,+91-7304643178,HHYNR1853T,8468-2104-4755,SB-3776-7892-2687,ICIC8122755,356208.96,712
CUST96872596,Hitesh Roy,wdugar@example.net,+91-8038012045,ZUFCR9501B,9625-7142-9131,SB-5029-3960-2958,SBIN6101713,72657.87,779
CUST16493509,Shravya Venkatesh,jkuruvilla@example.org,+91-8267881328,CIADI3073S,7639-1670-2457,SB-5612-3944-2431,ICIC4748751,487640.17,700
CUST59091717,Shivani Jhaveri,qdoshi@example.com,+91-9131835418,PDNSX9834P,8568-6342-8409,SB-5154-7028-9249,AXIS5202770,60870.03,741
CUST27580618,Saumya Rajagopalan,varghesemitesh@example.net,+91-9348317212,WRCZP4035N,6592-1737-8997,SB-8975-9295-7400,HDFC4997658,375006.29,858
CUST38451370,Lohit Dube,chaudhryanya@example.org,+91-7866894323,VFJPK5674P,3843-1829-8651,SB-8550-4820-2851,HDFC2544919,157390.2,890
CUST40643825,Amruta Dalal,laksh55@example.net,+91-7161248168,UUCJS5082T,4784-6973-9613,SB-9229-6387-4243,HDFC1778963,33423.67,752
CUST10675103,Krish Prabhakar,bbhagat@example.com,+91-8743250147,LGLBM1278W,7886-8588-1657,SB-5800-3220-4016,SBIN2097202,457683.19,753
CUST59408506,Charvi Chana,scherian@example.net,+91-7068226078,MTTMS5344X,4534-4917-2629,SB-5470-2978-1415,AXIS8642175,276585.43,737
CUST14177970,Pahal Balay,ranveerbandi@example.org,+91-9764931650,UEKJY1227O,6656-6844-5216,SB-6375-7167-4608,AXIS5141503,239029.25,815
CUST65515015,Krisha Narasimhan,rmistry@example.org,+91-7373335806,QNOCH2329I,6034-4594-7066,SB-1343-3708-7023,HDFC4687663,471575.23,820
CUST70306387,Vrishti Divan,kpradhan@example.org,+91-9734421207,INZOK7357H,2135-2803-4496,SB-6962-5772-5266,SBIN9427190,427694.47,847
CUST72972238,Yachana Garde,atwaltejas@example.org,+91-8118514094,EBOZY0280U,5154-4897-3904,SB-9739-9014-3560,HDFC2904262,54707.88,772
CUST32000651,Rachit Kapur,aadhyamishra@example.com,+91-9087142703,CRNCC9687R,3820-1667-1753,SB-1511-7683-4515,KOTAK1695454,86063.04,883
CUST93995682,Radha Kumar,ladli45@example.org,+91-9348852246,NKOAA1694L,9651-8548-7965,SB-4801-6983-9275,ICIC8672320,487013.23,807
CUST71291361,Sai Swamy,murthyimaran@example.net,+91-8709841202,WVCDM1530S,7537-9428-3326,SB-7666-9589-6587,AXIS8974710,318463.51,786
CUST18209718,Sai Keer,ishamallick@example.com,+91-8828148694,DDBYU8145A,1003-6097-5725,SB-8676-1687-2041,KOTAK5225086,6632.74,795
CUST48540024,Pallavi Kohli,aishani90@example.com,+91-8365335553,YPJIY8056D,9196-8454-5201,SB-8974-1165-2532,HDFC1064211,9947.72,751
CUST53593416,Aarush Minhas,noah43@example.org,+91-9084833583,MBKIW0070H,8780-3228-6138,SB-6060-7197-7715,AXIS7287000,489705.47,701
CUST52976442,Jai Maharaj,yboase@example.org,+91-7473705643,IHHFX0831R,7719-6109-6429,SB-5320-4913-9005,KOTAK3489481,145793.55,863
CUST93555391,Ojas Jani,panchalekantika@example.org,+91-7811318049,NBIJF0800S,5487-4344-8564,SB-4198-1095-4905,KOTAK4722723,98328.43,734
CUST84197859,Hamsini Karan,fradopadmanabhan@example.net,+91-7995062731,PBLTJ4929U,8334-5937-2706,SB-6004-1012-4730,SBIN2573258,171962.28,880
CUST23229554,Hardik Setty,jhalakgole@example.net,+91-8994231343,BYNYD6525V,8784-7517-7150,SB-6670-6609-1132,AXIS6258161,122434.1,756
CUST38016214,Mitali Nayak,gaurav54@example.com,+91-8674116199,YXMGO2821X,7276-8611-7139,SB-2577-4420-5822,SBIN4443982,452065.57,806
CUST50932669,Watika Dugal,reyanshgoyal@example.org,+91-9559792949,SCACZ0726O,9957-9423-9667,SB-6255-9605-9068,HDFC9390213,303869.71,811
CUST61160610,Lajita Karnik,lsoni@example.com,+91-8870912051,JKYWR9260A,4431-7080-8331,SB-3562-7252-5396,KOTAK6989172,402010.53,768
CUST27968381,Advaith Jayaraman,urvimore@example.net,+91-8559833894,BWYXX4157F,4719-9296-5582,SB-5460-2228-1386,KOTAK8253380,385872.04,723
CUST87790858,Kala Gala,tejaskapur@example.net,+91-8772492594,LBFZH6002S,3464-2209-8623,SB-1467-2766-5341,HDFC2720950,145140.69,894
CUST54829522,Sathvik Chand,kmann@example.org,+91-8896962954,ECDIC7721H,3144-4461-2806,SB-1883-1047-4917,ICIC2800841,424904.94,700
CUST74882120,Vasatika Char,loganshukla@example.net,+91-7898997073,ALSIH9307G,4168-4791-3662,SB-6342-1414-7498,ICIC3348029,183350.44,890
CUST80896639,Chaitaly Deep,balveer16@example.com,+91-8764474447,LKYIV5857G,5870-8773-8233,SB-2565-7783-7450,ICIC8588462,218720.73,818
CUST68460591,Nidhi Sidhu,ttaneja@example.com,+91-8996688249,TMNQJ3248Y,1797-5723-9524,SB-8384-9655-8897,HDFC4610655,100936.72,793
CUST89292583,Praneel Dhar,upkaarmukherjee@example.com,+91-7454909837,BZEYQ3642Z,1588-5869-3668,SB-6940-9594-4794,AXIS8742536,94905.14,795
CUST98984736,Pratyush Pillai,gchowdhury@example.net,+91-8015018167,YGZWN5419K,2638-1739-3479,SB-1731-7227-7437,KOTAK8489926,234773.25,705
CUST68495706,Anay Badami,laksh96@example.com,+91-7769940406,JQOXF4391K,7446-4719-9596,SB-4889-7856-2611,SBIN1384610,284963.92,707
CUST75610455,Rachana Muni,tanish52@example.net,+91-7665294172,BROUF2775U,3206-4008-4264,SB-8694-1939-8048,SBIN6674981,475379.15,737
CUST52267963,Anay Amble,brahmbhattikshita@example.net,+91-7503171027,RSOHM0358L,2624-9867-8883,SB-8630-6830-8397,KOTAK5256508,327769.47,836
CUST65792797,Irya Anand,chakrabortybina@example.net,+91-9804148887,VMNCO0078O,4093-8497-6161,SB-4415-6512-2256,SBIN8298663,325072.86,817
CUST48428778,Sneha Sha,bishakharajan@example.org,+91-8046737387,BWMFB8508C,4891-5537-8129,SB-9357-4989-8502,AXIS6831115,458135.82,815
CUST55723995,Udant Natt,kalpitgulati@example.org,+91-7464400301,QCFAH9663W,5630-6287-2281,SB-6266-8020-1366,HDFC7669576,380838.34,700
CUST62098120,Jeet Saha,basuwaida@example.net,+91-9972263102,XOQQE4553H,6146-2020-3072,SB-7208-6797-4493,AXIS2982645,293934.02,759
CUST64901092,Janya Prakash,sharmavedhika@example.com,+91-8991223816,JTLGN5165A,7866-7406-8246,SB-4128-2186-5203,HDFC7829248,335754.59,761
CUST85693823,Ethan Bhargava,rbhargava@example.com,+91-7772471880,CKRXE3922V,2567-3143-9361,SB-4272-7823-6797,HDFC9235933,133577.97,716
CUST95458560,Abha Bhattacharyya,rohan50@example.org,+91-8424600991,IRPRW0625N,5332-5019-9814,SB-5285-5111-1746,HDFC2336949,193119.69,816
CUST48870567,Balveer Magar,wishioak@example.net,+91-9205329761,NPUQU7595A,2854-1435-2798,SB-5270-7936-7311,AXIS7228610,158035.07,818
CUST11900019,Janya Dewan,sdeol@example.org,+91-9553044241,YHEPT1447H,1742-6877-4290,SB-2003-4509-2028,KOTAK4421988,473086.98,765
CUST93466974,Hritik Hayer,peter47@example.com,+91-7535439528,LPYXK8383F,6529-1494-3096,SB-8156-3903-8991,KOTAK3427508,128384.56,805
CUST84386992,Liam Goyal,falanrastogi@example.org,+91-8794232253,QPWHS4654A,2355-8599-5360,SB-3689-8531-4510,SBIN7356513,305719.3,792
CUST15622990,Anika Roy,aachalmaster@example.net,+91-7378251409,BJNEI9027M,8318-3911-3293,SB-7539-3650-9166,KOTAK4951062,154683.55,833
CUST85006825,Wriddhish Chawla,chaayapant@example.net,+91-9932494881,VMVTL6351W,7008-3062-1763,SB-7428-3287-2870,AXIS2254433,175057.75,784
CUST30204017,Veda Kapadia,saksham04@example.org,+91-7924369443,KGMMM3883K,4877-1416-5075,SB-5469-9061-7192,HDFC7178478,113083.92,849
CUST66385902,Elijah Datta,baghyawati41@example.net,+91-8105540041,TGAOH7396P,2978-1267-5396,SB-3257-4167-5429,KOTAK9581795,296873.46,884
CUST69769168,Omkaar Wason,ishitavenkatesh@example.net,+91-9957235915,JXAYG0072J,3682-4301-9026,SB-6740-1532-1026,ICIC6979652,30414.6,751
CUST46821593,Pranit Memon,radhika06@example.net,+91-7110732781,CUMWW9812Q,6527-3173-6619,SB-3895-2207-1029,AXIS2426025,466976.63,701
CUST78836297,Alexander Chakrabarti,samarbera@example.org,+91-7037125359,AODIQ4413P,7767-5198-3016,SB-5825-5781-6833,AXIS5307720,132599.36,742
CUST94455350,Meera D’Alia,garima76@example.com,+91-9503245354,UMLVD2662E,6510-4301-9412,SB-1194-4627-6986,SBIN1322933,467094.81,868
CUST63939413,Robert Sur,ewalia@example.org,+91-7385098793,OMMJQ4920R,9148-6532-1701,SB-2553-9049-3148,KOTAK8620681,460088.26,815
CUST45257609,Lohit Kashyap,lokeupasna@example.com,+91-7245750817,WLMDU0729R,2947-5697-7963,SB-2726-9186-1089,ICIC8999949,84776.66,852
CUST33009689,Ryan Dasgupta,ngera@example.org,+91-9632162851,PJNWI6804H,1563-2604-3195,SB-4581-7071-5103,AXIS3055655,54832.53,713
CUST86250841,Ishwar Walia,choudhryjonathan@example.org,+91-7040736573,LAKYH3204Q,6832-9533-7512,SB-6836-5853-1901,AXIS8259033,99678.79,799
CUST44332977,Yashodhara Buch,bedijack@example.com,+91-9234570956,CHPNU7498I,6296-6912-1449,SB-7785-2598-7817,ICIC6186995,13005.46,779
CUST28629882,Panini Butala,gmammen@example.net,+91-8746141961,VSISF2048I,6987-2241-7580,SB-9078-4409-7313,KOTAK7111117,384981.42,806
CUST94544937,Lekha Ahuja,zarnapandey@example.net,+91-8919181285,EBAQK4583K,5467-8004-4306,SB-3053-6040-5509,AXIS5740140,427593.07,757
CUST97847278,Vanya Keer,pallaelijah@example.org,+91-7344301542,LKKLO4643Y,5321-8833-7174,SB-4246-8140-2449,SBIN9896821,54061.56,725
CUST62525108,Samarth Sankar,yadavihanda@example.org,+91-8519728965,MBZSQ6697Y,9013-2114-1217,SB-8697-4289-3352,KOTAK2116128,313842.84,801
CUST77765819,Ijaya Golla,vedhika07@example.org,+91-8655253196,QJSFG8835G,7873-1109-3470,SB-1772-1287-3468,KOTAK1644095,300214.49,789
CUST74908777,Lajita Talwar,idhillon@example.org,+91-7921891065,QSHZG4839U,9493-1882-5770,SB-1343-5888-7761,SBIN7645061,91853.23,871
CUST59329406,Mohini Acharya,gulatiurmi@example.com,+91-9713521005,UEVIO7999P,5581-2136-9918,SB-6605-7014-3635,AXIS5427679,189199.13,867
CUST40679255,Geetika Bhatt,tanveerdhaliwal@example.org,+91-7249070703,AAWOG8203Z,7116-2231-9206,SB-9122-8038-6840,AXIS7424136,491854.94,775
CUST12401227,Bhavna Chakraborty,dkeer@example.org,+91-9017148355,BWXLI1510G,1388-1927-3340,SB-7680-1940-7806,ICIC3602140,115125.34,804
CUST64687837,Yochana Sharma,koak@example.org,+91-9470635275,NNACM3637K,1228-8986-6258,SB-5279-6860-7186,SBIN9782040,202628.64,785
CUST61956074,Vihaan Dass,bhavyavohra@example.org,+91-8282666725,YRCXB3554C,5245-9837-7981,SB-6322-5891-4050,SBIN5521175,195718.8,799
CUST95116169,Gavin Batta,gbarad@example.com,+91-8688775201,RCRXM6516G,3513-6461-8620,SB-1294-3449-1628,HDFC7352531,70998.44,845
CUST64528538,Hamsini Dara,mpatla@example.com,+91-9697966427,TPPKJ1965D,1204-4794-7309,SB-8266-9043-4672,HDFC4352762,179330.5,812
