customer_id,full_name,email,phone,pan_no,aadhar_no,account_no,ifsc_code,balance
CUST56904388,Devika Choudhary,fiyazchoudhury@example.com,+91-8762666788,NUPHH3175M,8622-7620-6848,SB-1975-5343-3152,AXIS2710383,100749.84
CUST18386706,Chatura Nagar,latabanjeet@example.org,+91-7659056855,OMRMY7888X,7596-6971-6461,SB-2903-7403-6505,ICIC9658420,176485.56
CUST11083395,Jagdish Sodhi,vray@example.net,+91-8728600749,ACAEY3547P,5796-3778-7279,SB-8571-9291-1130,HDFC1394141,372821.54
CUST29311616,Gunbir Sengupta,zgara@example.net,+91-9288303829,BJFIO9900J,4604-2094-9939,SB-7374-6409-1685,HDFC7946032,20368.76
CUST44073288,Lekha Ravel,manthan43@example.com,+91-7152359714,CCIRS3476Q,1399-6165-3076,SB-3457-4135-8326,KOTAK2144485,219020.57
CUST77187837,Darika Kamdar,omishasarraf@example.com,+91-9961585589,OYATI3403Y,3162-7269-3465,SB-2498-7144-6423,AXIS9073434,104996.71
CUST40914774,Jack Mody,ravelunni@example.net,+91-9280434263,YXNDP4732Y,8850-7646-8707,SB-1228-3582-6194,AXIS6398987,112300.07
CUST38721507,Keya Dar,daniel01@example.org,+91-7331823263,CIIWF4813Y,9563-5865-2990,SB-1127-7314-6486,KOTAK7948810,440998.42
CUST54197014,Om Kaur,mmand@example.com,+91-9809653353,PTJGB3473M,7398-3743-3337,SB-9261-9243-6435,AXIS1265193,158651.44
CUST32190082,Zaid Raman,saringuneet@example.org,+91-9824733283,APQLF4253J,1189-9170-1143,SB-2004-3104-3415,AXIS9246941,285012.99
CUST28649891,Lipika Magar,rpatla@example.net,+91-8088009573,WCBZM6761F,9978-9240-8452,SB-7519-1968-1311,KOTAK9824309,413917.26
CUST38354580,Ekansh Kohli,tdubey@example.net,+91-8295522530,DRWOW1626H,6779-2978-4991,SB-9612-7557-6512,KOTAK1394467,70671.04
CUST50306794,Banjeet Dara,elijahnarain@example.com,+91-8883531554,XJEYT8644F,9672-8886-7102,SB-2549-3314-9498,AXIS8008448,389114.23
CUST96483819,Faraj Lalla,dubeyvarsha@example.net,+91-8832660401,BCMSW8029J,5376-4893-4012,SB-6564-2760-9261,SBIN7328522,393924.39
CUST64331599,Ayaan Magar,kraman@example.org,+91-9206315273,NBFNF2557U,9326-1125-9185,SB-2957-6179-3765,AXIS5153834,296321.68
CUST13524313,Jacob Salvi,neha59@example.org,+91-9323801188,WNAJA5792L,9559-2254-1534,SB-9459-3181-3656,SBIN6189589,152407.1
CUST48595309,Teerth Kota,warjasswamy@example.org,+91-7631765098,OEQKB6183Y,5214-8926-1757,SB-2912-1909-4943,SBIN5041335,444780.89
CUST18094929,Bishakha Narayan,yswaminathan@example.org,+91-9348110507,WYOJM6637G,2276-9137-9565,SB-9544-5140-1247,SBIN9097292,7366.53
CUST25850831,Meghana Ravi,chatura79@example.com,+91-8301749738,RHILL7556F,2001-6011-2190,SB-3669-1932-5547,AXIS4944575,464136.23
CUST69528001,Henry Gill,anagi@example.net,+91-9470523829,URIYI6934E,7072-5837-2916,SB-2328-7761-4437,HDFC6965240,290081.68
CUST49848788,Ethan Maharaj,loyalpeter@example.org,+91-8731404497,GBBBU9853H,3447-5551-2731,SB-4963-2636-9510,AXIS4471544,306346.79
CUST60421118,Harsh Malhotra,rnazareth@example.com,+91-8554424325,ITPGV1444J,3516-2978-1582,SB-2759-3425-8718,SBIN3311533,191935.82
CUST82599643,Sneha Oommen,parmeroeshi@example.org,+91-7079513258,MUBIZ8928Y,6990-8389-2219,SB-9021-5850-2793,SBIN8259389,473451.37
CUST60413083,Thomas Kunda,akshay04@example.com,+91-9981432391,JCWDU3461S,8339-8487-5398,SB-2018-9792-3866,SBIN7588409,321429.03
CUST11826477,Warda Dubey,upadhriti34@example.com,+91-7063221176,OIUTC8275Y,1874-9569-2016,SB-9565-8854-3320,ICIC7229786,492614.24
CUST18916007,Zarna Parikh,nramesh@example.net,+91-7929051362,CAVKW8642H,5396-4764-6112,SB-5367-6643-9782,HDFC5537847,217492.5
CUST64668412,Rajeshri Dhillon,jhalak56@example.org,+91-9365265657,KJXZN4150W,6499-5576-1073,SB-7368-1884-8377,ICIC1122836,82814.72
CUST50855327,Ekantika Rana,hamsini72@example.com,+91-7397714952,EUSDF6511F,4897-9651-5875,SB-6367-7865-9799,KOTAK3225366,229413.08
CUST42647038,Samarth Bawa,mandwarda@example.com,+91-8949815426,ANZIK3030L,5253-5521-8596,SB-6913-3764-5870,ICIC3698828,248192.59
CUST30162051,Geetika Dixit,raghavchokshi@example.org,+91-7547056768,AZFBI6177Q,3622-9599-6215,SB-8482-6718-2153,HDFC6896938,397291.71
CUST27284147,Aarini Morar,krishzaitra@example.org,+91-8290848352,UIOTQ7875G,1758-4982-5422,SB-9568-1298-9002,HDFC9196081,5775.95
CUST14686900,Hiral Natarajan,lipikabali@example.org,+91-7078166942,EKAAN5475W,4968-6679-6282,SB-4822-9480-3946,SBIN3729093,402972.75
CUST19537041,Liam Doctor,lallbhavna@example.org,+91-8262609754,RNNYB3233T,6866-3971-2370,SB-6620-5185-8009,AXIS8934186,122224.48
CUST97185124,Arunima Borah,sviswanathan@example.org,+91-8271954406,EFISW4181S,6661-7577-3609,SB-5585-3191-9014,ICIC7341864,90701.25
CUST86293403,Qabil Ravi,aarav23@example.com,+91-9608644885,ARMVO7705Y,6947-2652-4483,SB-3351-5888-7059,KOTAK3532302,401565.13
CUST63680758,Fariq Rege,sbrar@example.com,+91-8674722324,ZWCGF3189F,1008-7120-9725,SB-9863-1776-3275,KOTAK5872679,405476.43
CUST85490685,Isha Deep,bhavanikota@example.org,+91-9686560703,PIARY6964X,8286-2337-4812,SB-3353-8682-5821,SBIN9233963,122451.73
CUST26957660,Eta Deep,janyamagar@example.net,+91-9052782646,BOZRC6524G,4699-2427-7418,SB-5574-7436-4489,AXIS4989292,284319.76
CUST39130659,Amara Rau,rdivan@example.org,+91-8613913466,ZDLMF8629Q,7916-7462-8457,SB-3347-8159-9692,HDFC9320855,178329.39
CUST67269066,Qadim Bhardwaj,tnayak@example.org,+91-7390629105,CDRDQ9960N,4040-7303-6660,SB-4455-7915-2857,AXIS3714744,309532.1
CUST80684220,Vasatika Rastogi,kotayashawini@example.com,+91-8576470826,VVFDL3761R,8069-6334-4814,SB-5158-9893-3113,HDFC1416929,295734.25
CUST51504190,Qarin Dayal,aarnavgade@example.org,+91-7083845155,USOCW1112H,6839-3420-1357,SB-1920-7865-5336,AXIS5815197,102529.93
CUST43897177,Zarna Solanki,raksha19@example.org,+91-8921850939,IKEBZ7837E,1990-1193-8461,SB-7156-4001-4357,SBIN3174958,71415.09
CUST70257509,Yagnesh Konda,bhattvasatika@example.org,+91-9034922738,LIWQO9253O,6272-9131-5146,SB-1741-3124-4876,KOTAK2709688,8934.24
CUST83800628,Gautami Chowdhury,reddyojas@example.com,+91-7252882811,KPIYV5929P,7734-3646-3178,SB-1358-8475-4088,HDFC3488748,195898.81
CUST83981296,Ayushman Raj,januja02@example.com,+91-8415276997,ILWZO8592M,1880-4852-1948,SB-5080-7057-9544,SBIN3945038,495771.7
CUST33549514,Rachita Pai,pchauhan@example.com,+91-9204875915,IBVFZ5133T,4537-5914-4838,SB-8320-8703-1083,ICIC4331303,473126.7
CUST13944229,David Thaman,badalanay@example.org,+91-8198224244,OKVJL1742I,5566-7453-3004,SB-6180-5756-8538,KOTAK1126497,415180.01
CUST60200900,Wishi Dash,krishrout@example.net,+91-9982598856,JJFOQ6754E,8276-1994-7274,SB-5594-9858-9393,HDFC4907318,348443.95
CUST94135558,Aarini Bora,qsrivastava@example.net,+91-8789783252,RZSWD1238O,9082-5514-2113,SB-4302-8890-3088,HDFC6872569,159827.66
CUST85481246,Onveer Venkataraman,vmukhopadhyay@example.net,+91-8079225709,NAEMA0836P,6770-7824-9587,SB-4364-9639-5404,KOTAK5198015,382312.25
CUST28378798,Brijesh Barad,maanaswali@example.org,+91-8204292324,BSUJU8127J,9424-3252-4342,SB-6853-9806-8012,SBIN6350802,8291.29
CUST35648666,Sai Dutta,charita42@example.com,+91-9133790222,JWFDN1225V,2234-6006-6808,SB-4418-1419-5733,SBIN9434957,155864.56
CUST87475328,Tejas Chaudhary,vasatikadutt@example.net,+91-7357718992,WYKOJ7986Q,3398-3794-7362,SB-5185-8883-6163,KOTAK1152540,371389.69
CUST83023414,Krishna Prasad,xitisem@example.com,+91-7552195421,IJEED1920Q,2176-5777-8687,SB-8618-5421-8252,SBIN2393827,471295.71
CUST18394405,Tanvi Devan,ramjyoti@example.com,+91-8897557656,HQCHZ6473Q,8084-3137-7101,SB-6151-9133-6702,SBIN8271582,273305.84
CUST57861411,Jairaj Dar,chakradev09@example.net,+91-7338353584,HONMW6923O,6814-2382-4915,SB-6983-1731-2124,KOTAK7883660,82903.81
CUST71595177,Eiravati Kalita,geetika39@example.com,+91-7454865665,SADDU7021S,5732-2098-4111,SB-6275-7565-1836,AXIS5911881,478902.1
CUST84552316,Anay Krishna,ojasranganathan@example.net,+91-8177918015,ZUCOS5931Y,3932-5717-3741,SB-9273-4125-6026,ICIC6929730,64526.9
CUST69775073,Samesh Srinivas,nagarajanchandresh@example.net,+91-8607269630,PLETJ8135R,2212-7572-5481,SB-3762-4133-7117,AXIS9781695,340909.79
CUST50232431,Imaran Loyal,radhikamammen@example.org,+91-8357802455,RYDRV0958E,4857-5740-5867,SB-6135-2284-4359,ICIC6863648,31924.72
CUST46005596,Dominic Dixit,zbhargava@example.com,+91-9480321497,BUQHY2836B,9511-3714-3631,SB-2590-9493-3097,ICIC7448035,63536.06
CUST51242733,Gabriel Ramaswamy,muniaarini@example.org,+91-7760252154,XJJVE7856A,5179-7473-4143,SB-9746-1064-6244,KOTAK1266187,490945.13
CUST37904235,Isha Kade,chandxavier@example.com,+91-8830751972,QSXKX2602N,2826-9851-2307,SB-5343-9136-2838,SBIN4051828,249730.9
CUST32092862,Omisha Rau,gchada@example.com,+91-7824376890,NTLTA0214X,5551-4129-6461,SB-2964-8935-6970,ICIC9420869,456518.42
CUST69309607,Andrew Wali,rayaan20@example.net,+91-9217322557,HXQTH2626R,2155-1465-4822,SB-4458-1759-6834,SBIN2601389,422815.15
CUST91152584,Mitali Viswanathan,usavant@example.net,+91-8928947680,WFRMO5749N,8485-4570-3990,SB-4328-5829-3395,ICIC1111132,329918.8
CUST48448320,Gautami Iyer,aptegarima@example.org,+91-9012864000,SFQIM1818G,4778-3958-5318,SB-1029-1272-5078,AXIS7388550,468689.09
CUST61175798,Bhavna Kapur,bhavna08@example.net,+91-8054826735,BGPPA8967D,5509-6780-5051,SB-6251-5479-3340,ICIC8609070,174179.3
CUST71404158,Megha Sibal,rpillay@example.net,+91-7516898800,AKHEF4759H,8397-3111-7804,SB-4503-6520-3380,KOTAK3826089,128912.36
CUST89997274,Chakradhar Dutt,murtylila@example.net,+91-9897868254,CBTBY1260T,4607-7194-4779,SB-2235-6069-2699,SBIN2841352,18844.3
CUST62147711,Kashish Gade,liam20@example.org,+91-7055625896,DVIBQ5045W,4493-7627-7209,SB-3065-3057-6620,HDFC9597921,355162.48
CUST70958533,Faris Mutti,rushil76@example.com,+91-8275847216,VLKLK6936D,3370-8646-2715,SB-9236-3021-4590,SBIN6421578,30165.48
CUST30757358,Suhani Edwin,urvashi60@example.com,+91-9924065297,RRWNP3461C,4492-5203-8547,SB-6980-1074-6201,KOTAK2513401,153057.17
CUST98233091,Kiaan Rama,iravi@example.net,+91-8540886970,ITBSM0609G,2179-2448-1126,SB-7779-8780-7990,AXIS9976529,215384.37
CUST84178947,Oni Shan,pillaynachiket@example.com,+91-7413816288,DSYWP7562C,7077-5346-3823,SB-5555-4066-4965,AXIS7746104,115192.33
CUST19003487,Kala Kapadia,sneha35@example.net,+91-9329961400,EHLJO8552D,1280-4383-4333,SB-9370-6754-4191,ICIC4335724,174482.38
CUST70264465,Triveni Kala,vrishtisom@example.com,+91-8561488562,DKGAU9450H,2827-2495-4957,SB-9100-5140-4191,SBIN7186822,214474.26
CUST92544497,Max Vohra,bina48@example.net,+91-8639993494,UTOVD5305M,9250-1490-5152,SB-8332-2143-3873,HDFC7830192,139197.2
CUST46218684,Nimrat Rastogi,coommen@example.com,+91-7166996440,NIAYR0923L,6978-3602-9227,SB-3868-7219-3214,SBIN6406526,172286.48
CUST10109551,Zayyan Chana,horakrishna@example.org,+91-7078559436,NYMBP6166L,4874-1144-9612,SB-5329-6587-8027,ICIC8464999,29962.05
CUST48278910,Lila Som,aditya88@example.net,+91-7841608587,HMCMY9719J,4967-5389-1113,SB-2951-7196-3344,SBIN8666508,235990.42
CUST49642411,Varsha Muni,devinakul@example.net,+91-7294106728,XNLEL3488T,6978-6814-3503,SB-8805-1952-8960,HDFC7528686,238077.55
CUST80206177,Yashica Raja,dinmax@example.org,+91-7047398714,NUKAM8650G,1289-8634-3906,SB-9970-1837-7179,SBIN1275080,384618.9
CUST36088455,Megha Doshi,divyasubramaniam@example.com,+91-9636917740,FYKLA7112L,2270-4664-5895,SB-8412-1245-5102,AXIS7727580,401421.91
CUST29856221,Aarav Balasubramanian,kaibasu@example.com,+91-7177298004,VJKJU7807Z,6086-9180-1070,SB-3052-6193-5591,ICIC1497222,299523.01
CUST30342384,Gagan Nadkarni,sahotaaarush@example.org,+91-8383133578,OAANH8908Y,2417-4761-6338,SB-8043-4159-5739,AXIS2802404,420969.92
CUST51212939,Ekapad Kala,jhalaksane@example.com,+91-8897781806,USOLI9480A,3835-5578-1671,SB-4649-7686-1159,ICIC2707593,478029.3
CUST60977344,Hredhaan Kaul,ksidhu@example.org,+91-8262267443,MOVPZ9793L,9072-8732-6117,SB-7398-8884-9626,AXIS3406535,496295.36
CUST11802977,Jalsa Behl,jhaveritimothy@example.org,+91-7214145622,MLJAI1984I,7533-9877-8084,SB-1654-7970-6374,HDFC8115329,156748.36
CUST79912414,Fiyaz Sangha,lavanya00@example.org,+91-7455300724,SFEER2457P,2472-3598-8985,SB-3885-6937-6145,HDFC8759210,28756.62
CUST25755674,Daksha Sankar,yashasvikalla@example.org,+91-9032200951,SIKXN0092D,9635-8335-3498,SB-4772-1808-2772,SBIN2374151,407763.07
CUST78610944,Vyanjana Sagar,asur@example.net,+91-9756395040,KGKWF6096L,8148-8529-4541,SB-1610-9866-6953,SBIN8910127,475663.67
CUST42553208,Maanav Mitra,hredhaan17@example.com,+91-9717886270,ITKDE0471W,6020-1671-6371,SB-6004-4915-9179,HDFC7160657,89475.08
CUST59072580,Finn Soni,yashasvisarma@example.com,+91-8906785123,HAMVY8521T,4767-1184-5659,SB-4749-9324-2624,KOTAK8947091,195297.15
CUST73275266,Peter Varma,lohitdeo@example.com,+91-8295684902,OZZIM4956V,6090-6076-4806,SB-9262-9540-6550,SBIN9593544,459524.42
CUST98296208,Atharv Bhattacharyya,fdave@example.com,+91-9460461553,GTPNK1750K,9978-7238-9889,SB-3841-4600-9011,ICIC4271935,494899.93
CUST72617499,Chasmum Morar,chaayabuch@example.com,+91-9059663007,POKBH0417F,1513-8779-6718,SB-6108-1229-5209,ICIC3708123,293428.13
CUST53038680,Azad Tandon,pkota@example.net,+91-9786927412,DXTAP3651H,9547-6276-5513,SB-2615-9962-1622,SBIN8758641,100809.6
CUST19220307,Zaitra Sachdeva,lopa56@example.com,+91-8837289372,ASBPV3826S,7933-9854-4604,SB-7282-6446-4556,HDFC4185911,357357.52
CUST11364809,Yashica Samra,farhan71@example.org,+91-8655721169,URNYP8828S,4820-8822-6616,SB-1110-8881-3712,SBIN8690318,52797.12
CUST37003453,Hredhaan Gour,ssane@example.com,+91-7031720218,KTJSX9011V,9242-5618-4983,SB-7387-6468-8464,AXIS7081630,366207.86
CUST32823694,Vasana Pal,urvi08@example.net,+91-7860244736,QLJTQ4597L,6914-6797-6235,SB-1966-2002-3129,AXIS4270758,253968.79
CUST71912844,Harshil Khanna,vanya18@example.org,+91-8648751935,WUYDY1421U,8150-1089-1033,SB-6652-5925-3236,SBIN5337703,314324.78
CUST16448991,Jacob Venkatesh,kadakiasamuel@example.net,+91-9097140902,NAHMY0479C,2659-1413-8921,SB-4313-2189-4149,AXIS2772255,124492.41
CUST19749159,Dayita Badami,tanayde@example.com,+91-7947329434,ROYPK1906P,3500-4502-7095,SB-7056-4828-4092,AXIS8625589,461713.34
CUST25890488,Vasana Kota,narasimhaneshana@example.com,+91-9822480379,ORBKT7975W,2742-6231-4170,SB-4257-2201-1248,AXIS9035139,195073.84
CUST19505337,Faris Bhardwaj,narulawakeeta@example.org,+91-7690126377,WLCPB5781V,2421-9513-4763,SB-4852-3205-1850,SBIN5874553,347035.25
CUST40345040,Eshana Sandhu,bhavinisengupta@example.com,+91-9273909202,IKUSM7916P,3824-3268-6517,SB-6562-5933-7007,KOTAK3317798,349240.31
CUST88944954,Hema Bhardwaj,miteshmuni@example.com,+91-8070653511,HAIDB4537Z,6978-4589-8392,SB-5892-6415-4818,ICIC7460246,256491.14
CUST18401566,Zinal Kapadia,umangmadan@example.org,+91-9708272588,CQHRJ0329J,9595-6858-9062,SB-8332-4831-6368,KOTAK9284115,308494.47
CUST71756353,Fiyaz Sane,nakul26@example.com,+91-8328490904,BCAPE6837Q,8939-5482-7880,SB-9509-8020-2154,HDFC4635288,273054.47
CUST93068414,Warjas Borra,karudarsh@example.org,+91-9754261143,QJFZI3881L,8322-4605-5379,SB-6422-6509-2070,AXIS5257978,222960.11
CUST38345094,Aahana Mall,jeetnaidu@example.org,+91-7950369560,AJKEU5164I,9063-2635-7364,SB-4404-1567-6260,ICIC4150782,135602.83
CUST40603314,Alka Iyer,raksha28@example.com,+91-7474413131,WVCKU4615A,5156-9570-9623,SB-7826-1725-4834,AXIS7828550,447794.54
CUST92235387,Chakradev Subramaniam,balanrushil@example.org,+91-9812448494,KWWPT7747O,9025-7884-9542,SB-4928-3881-7889,HDFC8026418,312961.62
CUST52065770,Vivaan Chatterjee,lkota@example.net,+91-8301079579,KDJLH6410G,8972-6052-2039,SB-3205-9828-4200,ICIC5648691,141489.51
CUST26374136,Unnati Reddy,lsaini@example.net,+91-8778115831,NJOJL0089U,1811-5598-2696,SB-6684-8191-1708,AXIS6996162,429540.08
CUST27862068,Jagvi Narasimhan,asehgal@example.com,+91-9127127816,NJRJQ1405P,9401-6660-7398,SB-6470-3916-7256,ICIC9645913,498186.62
CUST25165503,Divya Sahota,dayamai12@example.com,+91-9502110814,LVBSH5569F,2532-5058-6321,SB-8643-9075-5326,AXIS1128672,130128.34
CUST89053378,Sai Tella,rdayal@example.net,+91-8427593093,ZCIJO6869S,2142-3192-6787,SB-5326-6315-3100,SBIN2555356,270962.44
CUST47146333,Manbir D’Alia,sherenetra@example.com,+91-7526614416,GUPTI6909W,7309-9756-4655,SB-3189-4710-2567,KOTAK3218964,356272.91
CUST18930775,Vamakshi Gola,nehagoda@example.com,+91-7919579048,BUTMF0087F,9722-8525-6637,SB-9117-1803-6808,ICIC1181870,476034.44
CUST18195006,Mitali Borra,luckybail@example.com,+91-7711629426,NHPUP6576D,7037-3055-9244,SB-6579-1795-2764,ICIC2320601,455478.84
CUST46868248,Kabir Nadkarni,gsalvi@example.com,+91-8740158700,VBKRW6704T,4788-8704-3437,SB-5894-4763-9362,SBIN9094434,224927.91
CUST69885702,Jeevika Shroff,qpillay@example.net,+91-7014384242,HFUCA0403L,4788-8415-5448,SB-2187-1066-7219,SBIN8700637,487985.43
CUST55306625,Rudra Som,varenya96@example.net,+91-9893864574,QQNOU9033B,4398-4532-1730,SB-9655-3143-7475,ICIC8691704,89090.33
CUST78139547,Waida Palla,xsethi@example.org,+91-7302997126,DNOSB7773G,9636-4602-8223,SB-4946-1482-3308,HDFC9469167,45114.44
CUST47403571,Finn Kulkarni,brinda25@example.com,+91-7006213117,SRCPJ8802H,7175-3892-7434,SB-8809-9626-4094,KOTAK4848914,314412.3
CUST15188413,Lajita Goda,rpall@example.net,+91-8140531907,TNADN8641T,3030-2473-1069,SB-8474-5665-3320,AXIS3477555,365610.36
CUST64012148,Saanvi Raman,utella@example.org,+91-9867351231,GHYQN4513Y,2902-3610-4479,SB-3123-1492-8131,AXIS7147744,199633.32
CUST29662173,Rehaan Krishnamurthy,ybhakta@example.net,+91-9949164520,KLLKU9459H,6369-2842-3174,SB-5744-9725-3871,KOTAK2351105,112142.52
CUST27933729,Zansi Lata,bhatyashodhara@example.net,+91-9017902820,ANUQP2839Y,5758-9554-5567,SB-9961-5139-7730,SBIN3080416,399516.0
CUST54643845,Elijah Dube,prabhakarkamala@example.net,+91-7015534869,YOAFE2881Z,1609-1768-4667,SB-9509-7728-6714,ICIC8318558,464962.2
CUST44684051,Chandran Mallick,waliamahika@example.net,+91-9431410539,HPTNU5290Z,4399-9971-1685,SB-9743-4171-2928,KOTAK8641741,499912.65
CUST93794060,Vedhika Rama,palekta@example.com,+91-9574694489,MNTEU9866F,2133-5995-4907,SB-5650-3368-9005,HDFC9148791,19455.98
CUST68451203,Devika Sarna,aroraoeshi@example.org,+91-7295044973,KHETG3995D,1788-7101-6559,SB-6121-3312-3930,ICIC4458315,466770.56
CUST68190767,Unni Sura,usanghvi@example.org,+91-9659649230,CHEKO6966O,2611-9518-8210,SB-9063-9274-9152,SBIN7728011,474669.64
CUST54876391,Omaja Wable,lukebajaj@example.com,+91-7261573789,XARUU5846J,9957-5677-2808,SB-2518-5322-3058,HDFC8246814,347178.49
CUST62615569,Idika Doshi,hemangbedi@example.org,+91-9368957106,LTLDA0549E,9149-3611-4969,SB-2098-3797-9399,AXIS2864468,108295.36
CUST87164846,Vasudha Atwal,sarinnicholas@example.org,+91-9441447640,JVAQG8961W,8664-2124-5932,SB-9777-6370-8386,KOTAK2241597,253910.84
CUST64800041,Jagrati Nagarajan,yshukla@example.org,+91-8729414471,OHHYJ9384X,6496-6998-4308,SB-3637-7527-8274,AXIS3055750,212432.35
CUST12248330,Panini Mohan,vihaansidhu@example.net,+91-8851434190,LUFQT9939O,3410-5967-4783,SB-1933-3236-2522,HDFC2101968,55064.19
CUST36283587,Eta Mall,uprashad@example.net,+91-9655584906,AWHHC8262B,5883-8496-3369,SB-3831-5838-5298,KOTAK4657528,71076.44
CUST60613960,Manbir Sarraf,rajeshrirama@example.org,+91-8275626996,KJAEQ1857B,5397-4948-7050,SB-7963-1934-6509,SBIN2879248,457926.5
CUST52504310,Ridhi Apte,bhaviniramaswamy@example.org,+91-9329621165,ZVFHD3026K,8916-9888-1191,SB-4962-8425-6922,SBIN9142635,265249.04
CUST53958104,Gagan Soman,perizinal@example.net,+91-9494404565,KULTE9046B,8301-6559-4126,SB-2853-9933-8192,KOTAK9163492,385162.77
CUST65114177,Omya Sathe,gaurangrattan@example.net,+91-9505473070,LHNEC9529L,7620-5636-1462,SB-7830-8580-3839,ICIC1059738,479206.43
CUST69705472,Ganga Pandit,ranganathanorinder@example.com,+91-9278917116,OMIHL9223A,3501-1848-2671,SB-9374-3242-1113,SBIN9729942,120776.75
CUST44676819,Bimala Devi,qvarughese@example.net,+91-8934873372,GVFPV7836D,3093-9156-6442,SB-1101-5372-3955,HDFC6933404,301130.08
CUST69966736,Eesha Bali,saransneha@example.org,+91-7690772789,RYRWZ7568R,4263-2070-6400,SB-9599-4457-4451,HDFC3199277,476917.15
CUST44470102,Pavani Choudhary,murthyaradhana@example.org,+91-8422642945,TJOTR7665F,6931-1418-9055,SB-8499-8984-7240,ICIC3786250,457268.19
CUST85567482,Ria Sehgal,abhimanyubhandari@example.com,+91-8752614676,TTVAF8509F,5471-4723-8702,SB-5695-9388-7633,SBIN6885775,248878.19
CUST90916211,Gautami Wason,narulaosha@example.com,+91-9956784984,WBJDZ2052Z,5511-9049-7759,SB-2253-2879-8693,KOTAK5584683,65420.42
CUST48569480,Baljiwan Master,abha07@example.org,+91-7284708396,ZMGTU7205I,5957-5532-7121,SB-8884-4624-6145,SBIN2094950,388212.26
CUST66338003,Adya Wali,ngolla@example.com,+91-9658613936,ZKZFW1518J,2729-4623-8619,SB-7952-3040-9442,SBIN8558093,197142.92
CUST78192323,Ikbal Viswanathan,lavanya29@example.org,+91-8914818579,WMEBN9933N,2554-5178-6671,SB-7881-5200-7095,AXIS6740530,84602.91
CUST82882675,Simon Goda,hitesh46@example.com,+91-8835801221,OZMKJ5501K,2097-1647-1832,SB-2794-9612-3401,KOTAK5464043,207192.95
CUST52695285,Warhi Mital,wissac@example.com,+91-9028714612,XRMWZ5076H,2964-7914-9791,SB-1021-9922-8819,ICIC1200584,232873.0
CUST11633293,Jeremiah Hayre,turvi94@example.net,+91-9165525763,LJCLP8691L,8971-9724-7614,SB-1066-7410-1438,ICIC6381709,13994.08
CUST58269530,Vinaya Sura,ronithray@example.com,+91-9392939973,FXXUG2320R,9865-4481-9456,SB-4515-7041-4185,KOTAK6293063,70729.33
CUST20644087,Yashvi Bhakta,bhavna89@example.com,+91-9258307395,FPXCJ8187C,4020-9455-9092,SB-1477-7889-2822,HDFC9175009,499937.12
CUST27717279,Urvi Dasgupta,keerbrinda@example.org,+91-9797583675,AYOHO8691Q,5609-5385-3504,SB-1832-8624-8981,AXIS6860192,392869.55
CUST31704532,Yuvraj Agrawal,janaki42@example.com,+91-9341593693,AHSAO4498P,1201-7572-3589,SB-1592-9765-3199,SBIN3187878,430216.74
CUST58849925,Azad Subramaniam,siyapuri@example.org,+91-7460484769,NPRPZ3601W,1577-7675-1655,SB-5945-6766-2400,ICIC1452543,24445.29
CUST13617761,Sanaya Nagy,shivanshnath@example.org,+91-7200379667,FOPDU2777N,6417-2738-9968,SB-7453-1551-5714,KOTAK3337637,434179.82
CUST27485978,Yachana Chand,sawhneyyug@example.org,+91-8834421939,MNZEX4501N,5940-2489-3941,SB-3975-1054-6506,SBIN8824031,75009.86
CUST79473454,Vritti Thakur,okunda@example.com,+91-7267746847,EPMHX5458P,8457-6935-4367,SB-3193-1849-7187,KOTAK5825965,474924.0
CUST56455238,Jhalak Ganguly,ladli28@example.com,+91-7490109468,GMSYY7583T,2537-6893-4856,SB-2839-3109-3034,HDFC2901992,127140.53
CUST69033859,Saksham Nagarajan,lsharma@example.org,+91-8131110654,IISUE8558Q,2066-7060-7651,SB-6336-9676-9361,AXIS4003811,437887.18
CUST49418569,Chaaya Ganesh,gauri82@example.org,+91-8199326887,QLPME5564N,5685-8935-7585,SB-8758-2082-5840,AXIS2000161,199326.84
CUST55587434,Harita Saha,qbadami@example.org,+91-7676706706,HXCZX6164B,3977-6547-7648,SB-9057-4466-7452,SBIN6105632,48402.55
CUST46419347,Eshana Thakur,christopherdeep@example.org,+91-7580682750,OSAOR7837K,3117-1074-5223,SB-7951-8405-5292,ICIC4886796,286615.54
CUST74787580,Ati Saran,goyalchakrika@example.net,+91-7037990299,SVSXI6612Y,6448-2391-9787,SB-5007-2962-1281,ICIC2317689,235621.69
CUST96802813,Mason Gala,chahalchaaya@example.org,+91-8610729308,FTSAU4540L,6744-3846-4907,SB-4004-1835-7511,ICIC2807480,144874.73
CUST75038488,Chatresh Bhardwaj,adyasaran@example.com,+91-9024133480,AEJMH2512G,2320-9511-8508,SB-2471-2843-3269,KOTAK2496507,300137.08
CUST50940649,Warhi Shetty,girindra23@example.com,+91-8941060348,OYMAH2678W,7832-6101-7466,SB-7288-1350-5143,SBIN9131202,52159.93
CUST23352201,Pushti Vohra,mray@example.net,+91-7629580680,JNRZD1030F,9540-6663-9736,SB-6300-1836-7984,HDFC1052473,345736.66
CUST59836051,Yoshita Panchal,aram@example.org,+91-7309041615,EAOSN0931P,7071-9403-2771,SB-2351-7612-1892,KOTAK5764631,218601.78
CUST80133703,Abhiram Sarraf,lakshmidara@example.net,+91-8503239990,HSLOZ6485H,7864-3436-6604,SB-4549-7873-9262,AXIS8077205,154653.79
